time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake
744.400000,e3,1426.081,22.6163,8926.081,63.141719,0.000000,0.0000,0,0.0000,0.3500
744.500000,e3,1428.343,22.6204,8928.343,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.600000,e3,1430.605,22.6245,8930.605,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.700000,e3,1432.868,22.6287,8932.868,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.800000,e3,1435.131,22.6328,8935.131,63.141719,0.000000,0.0000,0,0.2000,0.0000
744.900000,e3,1437.395,22.6369,8937.395,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.000000,e3,1439.658,22.6410,8939.658,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.100000,e3,1441.923,22.6451,8941.923,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.200000,e3,1444.188,22.6493,8944.188,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.300000,e3,1446.453,22.6534,8946.453,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.400000,e3,1448.718,22.6575,8948.718,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.500000,e3,1450.984,22.6616,8950.984,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.600000,e3,1453.251,22.6657,8953.251,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.700000,e3,1455.517,22.6699,8955.517,63.141719,0.000000,0.0000,0,0.2000,0.0000
745.800000,e3,1457.782,22.6180,8957.782,63.141719,0.000000,0.0000,0,0.0000,0.3500
745.900000,e3,1460.044,22.6221,8960.044,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.000000,e3,1462.306,22.6262,8962.306,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.100000,e3,1464.569,22.6303,8964.569,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.200000,e3,1466.832,22.6345,8966.832,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.300000,e3,1469.096,22.6386,8969.096,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.400000,e3,1471.360,22.6427,8971.360,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.500000,e3,1473.624,22.6468,8973.624,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.600000,e3,1475.889,22.6510,8975.889,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.700000,e3,1478.155,22.6551,8978.155,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.800000,e3,1480.420,22.6592,8980.420,63.141719,0.000000,0.0000,0,0.2000,0.0000
746.900000,e3,1482.686,22.6633,8982.686,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.000000,e3,1484.953,22.6674,8984.953,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.100000,e3,1487.217,22.6156,8987.217,63.141719,0.000000,0.0000,0,0.0000,0.3500
747.200000,e3,1489.479,22.6197,8989.479,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.300000,e3,1491.741,22.6238,8991.741,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.400000,e3,1494.004,22.6279,8994.004,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.500000,e3,1496.267,22.6320,8996.267,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.600000,e3,1498.530,22.6362,8998.530,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.700000,e3,1500.794,22.6403,9000.794,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.800000,e3,1503.058,22.6444,9003.058,63.141719,0.000000,0.0000,0,0.2000,0.0000
747.900000,e3,1505.323,22.6485,9005.323,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.000000,e3,1507.588,22.6527,9007.588,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.100000,e3,1509.853,22.6568,9009.853,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.200000,e3,1512.119,22.6609,9012.119,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.300000,e3,1514.385,22.6650,9014.385,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.400000,e3,1516.652,22.6691,9016.652,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.500000,e3,1518.916,22.6173,9018.916,63.141719,0.000000,0.0000,0,0.0000,0.3500
748.600000,e3,1521.178,22.6214,9021.178,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.700000,e3,1523.441,22.6255,9023.441,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.800000,e3,1525.704,22.6296,9025.704,63.141719,0.000000,0.0000,0,0.2000,0.0000
748.900000,e3,1527.967,22.6337,9027.967,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.000000,e3,1530.230,22.6379,9030.230,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.100000,e3,1532.494,22.6420,9032.494,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.200000,e3,1534.759,22.6461,9034.759,63.141719,0.000000,0.0000,0,0.2000,0.0000
