time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,throttle,brake
502.40000000004574,e2,1294.2843896559316,22.59098039787435,6294.284389655926,67.22481050036163,0.2,0.0
502.50000000004576,e2,1296.5436691840828,22.59461016515144,6296.543669184078,67.22481050036163,0.2,0.0
502.6000000000458,e2,1298.8033116835036,22.598239823266052,6298.803311683499,67.22481050036163,0.2,0.0
502.7000000000458,e2,1301.0633171432773,22.601869372210928,6301.063317143273,67.22481050036163,0.2,0.0
502.8000000000458,e2,1303.3236855524867,22.605498811978812,6303.323685552482,67.22481050036163,0.2,0.0
502.90000000004585,e2,1305.5844169002137,22.609128142562454,6305.584416900209,67.22481050036163,0.2,0.0
503.0000000000459,e2,1307.8455111755395,22.612757363954596,6307.845511175536,67.22481050036163,0.2,0.0
503.1000000000459,e2,1310.1069683675446,22.616386476147987,6310.1069683675405,67.22481050036163,0.2,0.0
503.2000000000459,e2,1312.3687884653089,22.62001547913538,6312.3687884653045,67.22481050036163,0.2,0.0
503.30000000004594,e2,1314.630971457911,22.623644372909517,6314.6309714579065,67.22481050036163,0.2,0.0
503.40000000004596,e2,1316.8935173344298,22.627273157463158,6316.893517334425,67.22481050036163,0.2,0.0
503.500000000046,e2,1319.1564260839425,22.63090183278905,6319.156426083938,67.22481050036163,0.2,0.0
503.600000000046,e2,1321.4196976955259,22.63453039887995,6321.419697695521,67.22481050036163,0.2,0.0
503.70000000004603,e2,1323.6833321582562,22.638158855728612,6323.683332158252,67.22481050036163,0.2,0.0
503.80000000004605,e2,1325.9473294612092,22.64178720332779,6325.947329461204,67.22481050036163,0.2,0.0
503.9000000000461,e2,1328.2116895934591,22.645415441670245,6328.211689593454,67.22481050036163,0.2,0.0
504.0000000000461,e2,1330.4764125440802,22.649043570748734,6330.476412544075,67.22481050036163,0.2,0.0
504.1000000000461,e2,1332.7414983021454,22.652671590556018,6332.741498302141,67.22481050036163,0.2,0.0
504.20000000004615,e2,1335.0069468567274,22.656299501084856,6335.006946856723,67.22481050036163,0.2,0.0
504.30000000004617,e2,1337.272758196898,22.65992730232801,6337.272758196893,67.22481050036163,0.2,0.0
504.4000000000462,e2,1339.5389323117283,22.663554994278243,6339.538932311723,67.22481050036163,0.2,0.0
504.5000000000462,e2,1341.8054691902887,22.66718257692832,6341.8054691902835,67.22481050036163,0.2,0.0
504.60000000004624,e2,1344.0674688216486,22.572810050271006,6344.067468821643,67.22481050036163,0.0,0.35
504.70000000004626,e2,1346.3249313423546,22.576440363848977,6346.324931342349,67.22481050036163,0.2,0.0
504.8000000000463,e2,1348.5827568889622,22.580070568300812,6348.582756888957,67.22481050036163,0.2,0.0
504.9000000000463,e2,1350.8409454505581,22.583700663619243,6350.840945450554,67.22481050036163,0.2,0.0
505.0000000000463,e2,1353.099497016229,22.587330649797014,6353.099497016225,67.22481050036163,0.2,0.0
505.10000000004635,e2,1355.3584115750602,22.590960526826862,6355.3584115750555,67.22481050036163,0.2,0.0
505.2000000000464,e2,1357.6176891161367,22.59459029470153,6357.617689116132,67.22481050036163,0.2,0.0
505.3000000000464,e2,1359.8773296285424,22.598219953413757,6359.877329628538,67.22481050036163,0.2,0.0
505.4000000000464,e2,1362.1373331013608,22.60184950295629,6362.1373331013565,67.22481050036163,0.2,0.0
505.50000000004644,e2,1364.3976995236746,22.605478943321874,6364.397699523671,67.22481050036163,0.2,0.0
505.60000000004646,e2,1366.6584288845659,22.60910827450325,6366.658428884562,67.22481050036163,0.2,0.0
505.7000000000465,e2,1368.9195211731158,22.612737496493168,6368.919521173112,67.22481050036163,0.2,0.0
505.8000000000465,e2,1371.1809763784047,22.616366609284377,6371.180976378401,67.22481050036163,0.2,0.0
505.90000000004653,e2,1373.4427944895124,22.619995612869623,6373.442794489509,67.22481050036163,0.2,0.0
506.00000000004655,e2,1375.704975495518,22.623624507241658,6375.704975495514,67.22481050036163,0.2,0.0
506.1000000000466,e2,1377.9675193854998,22.627253292393235,6377.9675193854955,67.22481050036163,0.2,0.0
506.2000000000466,e2,1380.2304261485353,22.6308819683171,6380.2304261485315,67.22481050036163,0.2,0.0
506.3000000000466,e2,1382.4936957737016,22.634510535006015,6382.493695773697,67.22481050036163,0.2,0.0
506.40000000004665,e2,1384.7573282500746,22.63813899245273,6384.75732825007,67.22481050036163,0.2,0.0
506.50000000004667,e2,1387.0213235667297,22.641767340650006,6387.021323566725,67.22481050036163,0.2,0.0
506.6000000000467,e2,1389.2856817127417,22.645395579590595,6389.285681712738,67.22481050036163,0.2,0.0
506.7000000000467,e2,1391.5504026771846,22.649023709267258,6391.5504026771805,67.22481050036163,0.2,0.0
506.80000000004674,e2,1393.8154864491316,22.652651729672755,6393.815486449127,67.22481050036163,0.2,0.0
506.90000000004676,e2,1396.0809330176553,22.656279640799845,6396.080933017651,67.22481050036163,0.2,0.0
507.0000000000468,e2,1398.3467423718273,22.65990744264129,6398.346742371823,67.22481050036163,0.2,0.0
507.1000000000468,e2,1400.612914500719,22.663535135189857,6400.612914500714,67.22481050036163,0.2,0.0
507.2000000000468,e2,1402.8794493934004,22.667162718438306,6402.879449393396,67.22481050036163,0.2,0.0
507.30000000004685,e2,1405.1414470389414,22.572790192379404,6405.141447038936,67.22481050036163,0.0,0.35
507.4000000000469,e2,1407.398907573888,22.576420506554268,6407.398907573883,67.22481050036163,0.2,0.0
507.5000000000469,e2,1409.6567311347958,22.580050711603032,6409.656731134791,67.22481050036163,0.2,0.0
507.6000000000469,e2,1411.9149177107518,22.583680807518437,6411.9149177107465,67.22481050036163,0.2,0.0
507.70000000004694,e2,1414.1734672908424,22.58731079429322,6414.173467290837,67.22481050036163,0.2,0.0
507.80000000004696,e2,1416.432379864153,22.590940671920123,6416.432379864147,67.22481050036163,0.2,0.0
507.900000000047,e2,1418.6916554197687,22.594570440391884,6418.691655419762,67.22481050036163,0.2,0.0
508.000000000047,e2,1420.9512939467734,22.598200099701245,6420.951293946767,67.22481050036163,0.2,0.0
508.10000000004703,e2,1423.2112954342506,22.60182964984095,6423.211295434244,67.22481050036163,0.2,0.0
508.20000000004705,e2,1425.4716598712828,22.605459090803745,6425.471659871276,67.22481050036163,0.2,0.0
508.3000000000471,e2,1427.7323872469522,22.609088422582374,6427.732387246945,67.22481050036163,0.2,0.0
508.4000000000471,e2,1429.9934775503398,22.61271764516958,6429.9934775503325,67.22481050036163,0.2,0.0
508.5000000000471,e2,1432.2549307705262,22.61634675855812,6432.2549307705185,67.22481050036163,0.2,0.0
508.60000000004715,e2,1434.5167468965913,22.619975762740737,6434.516746896584,67.22481050036163,0.2,0.0
508.70000000004717,e2,1436.7789259176138,22.62360465771018,6436.778925917606,67.22481050036163,0.2,0.0
508.8000000000472,e2,1439.0414678226723,22.627233443459208,6439.041467822664,67.22481050036163,0.2,0.0
508.9000000000472,e2,1441.3043726008443,22.630862119980563,6441.304372600836,67.22481050036163,0.2,0.0
509.00000000004724,e2,1443.5676402412066,22.634490687267007,6443.567640241199,67.22481050036163,0.2,0.0
509.10000000004726,e2,1445.8312707328355,22.63811914531129,6445.831270732828,67.22481050036163,0.2,0.0
509.2000000000473,e2,1448.0952640648063,22.64174749410617,6448.095264064798,67.22481050036163,0.2,0.0
509.3000000000473,e2,1450.3596202261938,22.645375733644407,6450.359620226186,67.22481050036163,0.2,0.0
509.4000000000473,e2,1452.624339206072,22.649003863918757,6452.624339206064,67.22481050036163,0.2,0.0
509.50000000004735,e2,1454.889420993514,22.65263188492198,6454.889420993506,67.22481050036163,0.2,0.0
509.6000000000474,e2,1457.1548655775925,22.656259796646836,6457.154865577584,67.22481050036163,0.2,0.0
509.7000000000474,e2,1459.4206729473792,22.659887599086087,6459.420672947371,67.22481050036163,0.2,0.0
509.8000000000474,e2,1461.686843091945,22.663515292232496,6461.686843091937,67.22481050036163,0.2,0.0
509.90000000004744,e2,1463.9533760003605,22.667142876078827,6463.953376000352,67.22481050036163,0.2,0.0
510.00000000004746,e2,1466.2153716616954,22.572770350617848,6466.215371661688,67.22481050036163,0.0,0.35
510.1000000000475,e2,1468.4728302124956,22.57640066538912,6468.472830212488,67.22481050036163,0.2,0.0
510.2000000000475,e2,1470.7306517893169,22.58003087103433,6470.7306517893085,67.22481050036163,0.2,0.0
510.30000000004753,e2,1472.9888363812458,22.583660967546223,6472.988836381238,67.22481050036163,0.2,0.0
510.40000000004756,e2,1475.247383977369,22.587290954917535,6475.247383977361,67.22481050036163,0.2,0.0
510.5000000000476,e2,1477.5062945667719,22.590920833141002,6477.506294566764,67.22481050036163,0.2,0.0
510.6000000000476,e2,1479.7655681385395,22.59455060220937,6479.765568138531,67.22481050036163,0.2,0.0
510.7000000000476,e2,1482.0252046817557,22.598180262115378,6482.025204681748,67.22481050036163,0.2,0.0
510.80000000004765,e2,1484.285204185504,22.60180981285177,6484.285204185496,67.22481050036163,0.2,0.0
510.90000000004767,e2,1486.545566638867,22.605439254411287,6486.545566638859,67.22481050036163,0.2,0.0
511.0000000000477,e2,1488.806292030927,22.60906858678668,6488.8062920309185,67.22481050036163,0.2,0.0
511.1000000000477,e2,1491.0673803507648,22.612697809970694,6491.067380350756,67.22481050036163,0.2,0.0
511.20000000004774,e2,1493.328831587461,22.616326923956077,6493.328831587452,67.22481050036163,0.2,0.0
511.30000000004776,e2,1495.5906457300957,22.61995592873558,6495.590645730087,67.22481050036163,0.2,0.0
511.4000000000478,e2,1497.8528227677475,22.623584824301947,6497.852822767739,67.22481050036163,0.2,0.0
511.5000000000478,e2,1500.115362689495,22.627213610647935,6500.115362689487,67.22481050036163,0.2,0.0
511.6000000000478,e2,1502.3782654844158,22.630842287766296,6502.378265484407,67.22481050036163,0.2,0.0
511.70000000004785,e2,1504.6415311415867,22.63447085564978,6504.641531141578,67.22481050036163,0.2,0.0
511.8000000000479,e2,1506.9051596500838,22.638099314291146,6506.905159650075,67.22481050036163,0.2,0.0
511.9000000000479,e2,1509.1691509989826,22.64172766368315,6509.169150998973,67.22481050036163,0.2,0.0
512.0000000000479,e2,1511.4335051773576,22.645355903818547,6511.433505177349,67.22481050036163,0.2,0.0
512.1000000000479,e2,1513.698222174283,22.6489840346901,6513.698222174274,67.22481050036163,0.2,0.0
512.2000000000479,e2,1515.963301978832,22.65261205629056,6515.9633019788225,67.22481050036163,0.2,0.0
512.3000000000479,e2,1518.2287445800773,22.656239968612695,6518.2287445800675,67.22481050036163,0.2,0.0
512.400000000048,e2,1520.4945499670905,22.659867771649267,6520.49454996708,67.22481050036163,0.2,0.0
512.500000000048,e2,1522.7607181289427,22.663495465393037,6522.760718128932,67.22481050036163,0.2,0.0
512.600000000048,e2,1525.0272490547043,22.667123049836768,6525.027249054694,67.22481050036163,0.2,0.0
512.700000000048,e2,1527.2892427334448,22.572750524973227,6527.289242733435,67.22481050036163,0.0,0.35
512.800000000048,e2,1529.5466993017105,22.576380840340423,6529.5466993017,67.22481050036163,0.2,0.0
512.9000000000481,e2,1531.8045188960566,22.5800110465816,6531.804518896046,67.22481050036163,0.2,0.0
513.0000000000481,e2,1534.0627015055702,22.583641143689494,6534.06270150556,67.22481050036163,0.2,0.0
513.1000000000481,e2,1536.3212471193376,22.58727113165685,6536.321247119327,67.22481050036163,0.2,0.0
513.2000000000481,e2,1538.5801557264442,22.590901010476397,6538.580155726434,67.22481050036163,0.2,0.0
513.3000000000482,e2,1540.8394273159752,22.594530780140886,6540.839427315965,67.22481050036163,0.2,0.0
513.4000000000482,e2,1543.0990618770143,22.598160440643053,6543.099061877004,67.22481050036163,0.2,0.0
513.5000000000482,e2,1545.3590593986453,22.601789991975643,6545.359059398635,67.22481050036163,0.2,0.0
513.6000000000482,e2,1547.6194198699507,22.605419434131402,6547.6194198699395,67.22481050036163,0.2,0.0
513.7000000000482,e2,1549.8801432800124,22.609048767103076,6549.880143280001,67.22481050036163,0.2,0.0
513.8000000000483,e2,1552.1412296179117,22.61267799088341,6552.1412296179005,67.22481050036163,0.2,0.0
513.9000000000483,e2,1554.4026788727292,22.61630710546515,6554.402678872718,67.22481050036163,0.2,0.0
514.0000000000483,e2,1556.6644910335444,22.61993611084105,6556.6644910335335,67.22481050036163,0.2,0.0
514.1000000000483,e2,1558.9266660894366,22.623565007003855,6558.926666089425,67.22481050036163,0.2,0.0
514.2000000000484,e2,1561.189204029484,22.62719379394632,6561.189204029473,67.22481050036163,0.2,0.0
