time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake,brake_f_head_n,brake_f_train_air_n,brake_f_tail_n,diesel_rpm_0,diesel_apparent_0,diesel_f_n_0,diesel_run_up_0,diesel_rpm_1,diesel_apparent_1,diesel_f_n_1,diesel_run_up_1
99.000000,e10779,630.312,21.8238,1260.944,31.688029,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26584.8,1.0000,1500.0,1.0000,39777.0,1.0000
100.000000,e10779,652.200,21.9508,1282.831,32.089171,0.000000,0.0000,0,1.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
101.000000,e10779,674.138,21.9255,1304.769,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
102.000000,e10779,695.706,21.2106,1326.337,32.089171,0.000000,0.0000,0,0.0000,0.5400,54126.9,39585.3,10319.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
103.000000,e10779,716.555,20.4886,1347.187,32.089171,0.000000,0.0000,0,0.0000,0.5400,54747.7,40039.3,10437.4,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
104.000000,e10779,736.679,19.7593,1367.311,32.089171,0.000000,0.0000,0,0.0000,0.5400,55282.8,40430.7,10539.4,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
105.000000,e10779,756.072,19.0251,1386.703,32.089171,0.000000,0.0000,0,0.0000,0.5400,55685.9,40725.5,10616.3,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
106.000000,e10779,774.727,18.2863,1405.359,32.089171,0.000000,0.0000,0,0.0000,0.5400,56091.6,41022.2,10693.6,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
107.000000,e10779,792.642,17.5426,1423.273,32.089171,0.000000,0.0000,0,0.0000,0.5400,56798.1,41538.9,10828.3,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
108.000000,e10779,809.807,16.7874,1440.438,32.089171,0.000000,0.0000,0,0.0000,0.5400,57862.8,42317.5,11031.3,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
109.000000,e10779,826.210,16.0191,1456.842,32.089171,0.000000,0.0000,0,0.0000,0.5400,58946.1,43109.8,11237.8,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
110.000000,e10779,841.838,15.2373,1472.470,32.089171,0.000000,0.0000,0,0.0000,0.5400,60270.5,44078.4,11490.3,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
111.000000,e10779,856.680,14.4466,1487.312,32.089171,0.000000,0.0000,0,0.0000,0.5400,61822.6,45213.5,11786.2,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
112.000000,e10777,9.518,13.6366,1501.353,32.089171,0.000000,0.0000,0,0.0000,0.5400,63412.6,46376.3,12089.3,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
113.000000,e10777,22.740,12.8069,1514.575,32.089171,0.000000,0.0000,0,0.0000,0.5400,65133.8,47635.1,12417.5,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
114.000000,e10777,35.122,11.9560,1526.956,32.089171,0.000000,0.0000,0,0.0000,0.5400,66933.5,48951.3,12760.6,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
115.000000,e10777,46.641,11.0827,1538.476,32.089171,0.000000,0.0000,0,0.0000,0.5400,68812.6,50325.6,13118.8,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
116.000000,e10777,57.330,10.2950,1549.165,32.089171,0.000000,0.0000,0,0.0000,0.0000,62042.1,45374.1,11828.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
117.000000,e10777,67.315,9.6750,1559.150,32.089171,0.000000,0.0000,0,0.0000,0.0000,54470.2,34122.2,10384.5,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
118.000000,e10777,76.770,9.2356,1568.605,32.089171,0.000000,0.0000,0,0.0000,0.0000,46231.9,22209.4,8813.9,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
119.000000,e10777,85.881,8.9863,1577.716,32.089171,0.000000,0.0000,0,0.0000,0.0000,37482.1,9861.7,7145.8,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
120.000000,e10777,94.822,8.8962,1586.657,32.089171,0.000000,0.0000,0,0.0000,0.0000,28458.2,0.0,5425.4,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
121.000000,e10777,103.686,8.8310,1595.521,32.089171,0.000000,0.0000,0,0.0000,0.0000,19349.6,0.0,3688.9,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
122.000000,e10777,112.497,8.7909,1604.332,32.089171,0.000000,0.0000,0,0.0000,0.0000,10158.6,0.0,1936.7,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
123.000000,e10777,121.280,8.7760,1613.115,32.089171,0.000000,0.0000,0,0.0000,0.0000,924.3,0.0,176.2,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
124.000000,e10777,130.050,8.7637,1621.885,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
125.000000,e10777,138.808,8.7514,1630.642,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
126.000000,e10777,147.553,8.7390,1639.388,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
127.000000,e10777,156.286,8.7267,1648.121,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
128.000000,e10777,165.006,8.7144,1656.841,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
129.000000,e10777,173.715,8.7021,1665.549,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
130.000000,e10777,182.411,8.6898,1674.245,32.089171,0.000000,0.0000,0,0.0000,0.0000,0.0,0.0,0.0,1500.0,1.0000,26434.7,1.0000,1500.0,1.0000,39544.8,1.0000
